,Well Position,Reading,Boltzmann Temperature,Boltzmann Fluorescence,
1,A01,1,66.41842,81051.945,
1,A01,2,66.50652,81057.93,
1,A01,3,66.594635,81064.555,
1,A01,4,66.68274,81071.88,
1,A01,5,66.77084,81079.984,
1,A01,6,66.85895,81088.945,
1,A01,7,66.94706,81098.84,
1,A01,8,67.035164,81109.79,
1,A01,9,67.12327,81121.88,
1,A01,10,67.21137,81135.24,
1,A01,11,67.299484,81149.99,
1,A01,12,67.38759,81166.27,
1,A01,13,67.47569,81184.25,
1,A01,14,67.5638,81204.08,
1,A01,15,67.65191,81225.95,
1,A01,16,67.74001,81250.06,
1,A01,17,67.82812,81276.62,
1,A01,18,67.91622,81305.87,
1,A01,19,68.00433,81338.06,
1,A01,20,68.09244,81373.46,
1,A01,21,68.18054,81412.375,
1,A01,22,68.26865,81455.1,
1,A01,23,68.35676,81501.984,
1,A01,24,68.44486,81553.375,
1,A01,25,68.53297,81609.65,
1,A01,26,68.62107,81671.2,
1,A01,27,68.70918,81738.445,
1,A01,28,68.79729,81811.8,
1,A01,29,68.88539,81891.695,
1,A01,30,68.973495,81978.586,
1,A01,31,69.06161,82072.93,
1,A01,32,69.14971,82175.15,
1,A01,33,69.237816,82285.664,
1,A01,34,69.32592,82404.91,
1,A01,35,69.41403,82533.25,
1,A01,36,69.50214,82671.01,
1,A01,37,69.59024,82818.47,
1,A01,38,69.678345,82975.85,
1,A01,39,69.76645,83143.29,
1,A01,40,69.85456,83320.83,
1,A01,41,69.942665,83508.375,
1,A01,42,70.03077,83705.75,
1,A01,43,70.11887,83912.65,
1,A01,44,70.206985,84128.63,
1,A01,45,70.29509,84353.08,
1,A01,46,70.383194,84585.29,
1,A01,47,70.4713,84824.4,
1,A01,48,70.55941,85069.44,
1,A01,49,70.647514,85319.266,
1,A01,50,70.73562,85572.73,
1,A01,51,70.82372,85828.54,
1,A01,52,70.911835,86085.414,
1,A01,53,70.99994,86341.984,
1,A01,54,71.08804,86596.93,
1,A01,55,71.17615,86848.96,
1,A01,56,71.26426,87096.87,
1,A01,57,71.35236,87339.445,
1,A01,58,71.44047,87575.664,
1,A01,59,71.52857,87804.6,
1,A01,60,71.616684,88025.47,
1,A01,61,71.70479,88237.555,
1,A01,62,71.79289,88440.37,
1,A01,63,71.881,88633.5,
1,A01,64,71.96911,88816.73,
1,A01,65,72.05721,88989.87,
1,A01,66,72.14532,89152.92,
1,A01,67,72.23342,89305.98,
1,A01,68,72.32153,89449.2,
1,A01,69,72.40964,89582.83,
1,A01,70,72.49774,89707.164,
1,A01,71,72.585846,89822.57,
1,A01,72,72.67396,89929.44,
1,A01,73,72.76206,90028.17,
1,A01,74,72.85017,90119.22,
1,A01,75,72.93827,90203.02,
1,A01,76,73.02638,90280.03,
1,A01,77,73.11449,90350.67,
1,A01,78,73.20259,90415.39,
1,A01,79,73.290695,90474.59,
1,A01,80,73.37881,90528.7,
1,A01,81,73.46691,90578.09,
1,A01,82,73.555016,90623.125,
1,A01,83,73.64312,90664.16,
1,A01,84,73.73123,90701.51,
1,A01,85,73.819336,90735.48,
1,A01,86,73.90744,90766.36,
1,A01,87,73.995544,90794.41,
1,A01,88,74.08366,90819.875,
1,A01,89,74.17176,90842.984,
1,A01,90,74.259865,90863.945,
1,A01,91,74.34797,90882.945,80995.87336
1,A01,92,74.43607,90900.17,91063.29702
1,A01,93,74.524185,90915.77,70.89269
1,A01,94,74.61229,90929.9,0.86294
2,A02,1,67.39771,83823.04,
2,A02,2,67.48582,83828.4,
2,A02,3,67.57393,83834.26,
2,A02,4,67.66203,83840.66,
2,A02,5,67.75014,83847.65,
2,A02,6,67.83824,83855.28,
2,A02,7,67.92635,83863.625,
2,A02,8,68.01446,83872.74,
2,A02,9,68.10256,83882.69,
2,A02,10,68.19067,83893.555,
2,A02,11,68.27878,83905.42,
2,A02,12,68.36688,83918.375,
2,A02,13,68.45499,83932.51,
2,A02,14,68.54309,83947.93,
2,A02,15,68.6312,83964.75,
2,A02,16,68.71931,83983.1,
2,A02,17,68.80741,84003.11,
2,A02,18,68.895515,84024.92,
2,A02,19,68.98363,84048.695,
2,A02,20,69.07173,84074.586,
2,A02,21,69.159836,84102.79,
2,A02,22,69.24794,84133.484,
2,A02,23,69.33605,84166.89,
2,A02,24,69.42416,84203.21,
2,A02,25,69.51226,84242.7,
2,A02,26,69.600365,84285.61,
2,A02,27,69.68847,84332.19,
2,A02,28,69.77658,84382.74,
2,A02,29,69.864685,84437.55,
2,A02,30,69.95279,84496.93,
2,A02,31,70.04089,84561.22,
2,A02,32,70.129005,84630.76,
2,A02,33,70.21711,84705.9,
2,A02,34,70.305214,84787,
2,A02,35,70.39332,84874.445,
2,A02,36,70.48143,84968.625,
2,A02,37,70.569534,85069.9,
2,A02,38,70.65764,85178.66,
2,A02,39,70.74574,85295.29,
2,A02,40,70.833855,85420.16,
2,A02,41,70.92196,85553.586,
2,A02,42,71.01006,85695.914,
2,A02,43,71.09817,85847.44,
2,A02,44,71.18628,86008.42,
2,A02,45,71.27438,86179.03,
2,A02,46,71.36249,86359.44,
2,A02,47,71.45059,86549.72,
2,A02,48,71.538704,86749.91,
2,A02,49,71.62681,86959.88,
2,A02,50,71.71491,87179.5,
2,A02,51,71.80302,87408.49,
2,A02,52,71.89113,87646.53,
2,A02,53,71.97923,87893.1,
2,A02,54,72.06734,88147.66,
2,A02,55,72.15544,88409.516,
2,A02,56,72.24355,88677.93,
2,A02,57,72.33166,88951.984,
2,A02,58,72.41976,89230.76,
2,A02,59,72.507866,89513.22,
2,A02,60,72.59598,89798.32,
2,A02,61,72.68408,90084.9,
2,A02,62,72.77219,90371.82,
2,A02,63,72.86029,90657.95,
2,A02,64,72.9484,90942.17,
2,A02,65,73.03651,91223.33,
2,A02,66,73.12461,91500.39,
2,A02,67,73.212715,91772.35,
2,A02,68,73.30083,92038.33,
2,A02,69,73.38893,92297.44,
2,A02,70,73.477036,92548.97,
2,A02,71,73.56514,92792.29,
2,A02,72,73.653244,93026.85,
2,A02,73,73.741356,93252.27,
2,A02,74,73.82946,93468.17,
2,A02,75,73.917564,93674.36,
2,A02,76,74.00567,93870.695,
2,A02,77,74.09378,94057.16,
2,A02,78,74.181885,94233.75,
2,A02,79,74.26999,94400.59,
2,A02,80,74.35809,94557.875,
2,A02,81,74.446205,94705.81,
2,A02,82,74.53431,94844.66,
2,A02,83,74.62241,94974.72,
2,A02,84,74.71052,95096.34,
2,A02,85,74.79863,95209.88,
2,A02,86,74.886734,95315.695,
2,A02,87,74.97484,95414.164,
2,A02,88,75.06294,95505.68,
2,A02,89,75.151054,95590.625,
2,A02,90,75.23916,95669.375,
2,A02,91,75.32726,95742.3,
2,A02,92,75.41537,95809.75,
2,A02,93,75.50348,95872.1,
2,A02,94,75.59158,95929.67,
2,A02,95,75.67969,95982.79,
2,A02,96,75.76779,96031.766,
2,A02,97,75.8559,96076.89,
2,A02,98,75.94401,96118.44,
2,A02,99,76.03211,96156.67,
2,A02,100,76.12022,96191.836,
2,A02,101,76.20833,96224.164,
2,A02,102,76.29643,96253.87,
2,A02,103,76.38454,96281.15,
3,A03,1,69.7815,77992.85,
3,A03,2,69.86961,77995.21,
3,A03,3,69.95772,77997.85,
3,A03,4,70.04582,78000.8,
3,A03,5,70.13393,78004.086,
3,A03,6,70.22204,78007.766,
3,A03,7,70.31014,78011.875,
3,A03,8,70.39825,78016.46,
3,A03,9,70.48635,78021.586,
3,A03,10,70.57446,78027.31,
3,A03,11,70.66257,78033.7,
3,A03,12,70.75067,78040.84,
3,A03,13,70.838776,78048.81,
3,A03,14,70.92689,78057.72,
3,A03,15,71.01499,78067.65,
3,A03,16,71.103096,78078.734,
3,A03,17,71.1912,78091.11,
3,A03,18,71.27931,78104.91,
3,A03,19,71.36742,78120.3,
3,A03,20,71.45552,78137.46,
3,A03,21,71.543625,78156.59,
3,A03,22,71.63174,78177.914,
3,A03,23,71.71984,78201.664,
3,A03,24,71.807945,78228.11,
3,A03,25,71.89605,78257.55,
3,A03,26,71.98416,78290.3,
3,A03,27,72.072266,78326.7,
3,A03,28,72.16037,78367.164,
3,A03,29,72.248474,78412.086,
3,A03,30,72.336586,78461.945,
3,A03,31,72.42469,78517.22,
3,A03,32,72.512794,78578.44,
3,A03,33,72.6009,78646.17,
3,A03,34,72.68901,78721.055,
3,A03,35,72.777115,78803.7,
3,A03,36,72.86522,78894.81,
3,A03,37,72.95332,78995.09,
3,A03,38,73.041435,79105.3,
3,A03,39,73.12954,79226.164,
3,A03,40,73.21764,79358.45,
3,A03,41,73.30575,79502.94,
3,A03,42,73.39386,79660.375,
3,A03,43,73.481964,79831.44,
3,A03,44,73.57007,80016.8,
3,A03,45,73.65817,80217.016,
3,A03,46,73.746284,80432.59,
3,A03,47,73.83439,80663.83,
3,A03,48,73.92249,80910.92,
3,A03,49,74.0106,81173.86,
3,A03,50,74.09871,81452.48,
3,A03,51,74.18681,81746.27,
3,A03,52,74.27492,82054.58,
3,A03,53,74.36302,82376.46,
3,A03,54,74.451126,82710.7,
3,A03,55,74.53924,83055.89,
3,A03,56,74.62734,83410.26,
3,A03,57,74.71545,83771.93,
3,A03,58,74.80355,84138.85,
3,A03,59,74.89166,84508.836,
3,A03,60,74.97977,84879.56,
3,A03,61,75.06787,85248.76,
3,A03,62,75.155975,85614.18,
3,A03,63,75.24409,85973.69,
3,A03,64,75.33219,86325.195,
3,A03,65,75.420296,86666.914,
3,A03,66,75.5084,86997.21,
3,A03,67,75.59651,87314.74,
3,A03,68,75.684616,87618.33,
3,A03,69,75.77272,87907.15,
3,A03,70,75.860825,88180.586,
3,A03,71,75.94894,88438.31,
3,A03,72,76.03704,88680.13,
3,A03,73,76.125145,88906.14,
3,A03,74,76.21325,89116.58,
3,A03,75,76.30136,89311.83,
3,A03,76,76.389465,89492.38,
3,A03,77,76.47757,89658.85,
3,A03,78,76.565674,89811.91,
3,A03,79,76.653786,89952.27,
3,A03,80,76.74189,90080.695,
3,A03,81,76.829994,90197.94,
3,A03,82,76.9181,90304.76,
3,A03,83,77.00621,90401.93,
3,A03,84,77.094315,90490.16,
3,A03,85,77.18242,90570.16,
3,A03,86,77.27052,90642.59,
3,A03,87,77.358635,90708.12,
3,A03,88,77.44674,90767.305,
3,A03,89,77.53484,90820.72,
3,A03,90,77.62295,90868.88,
3,A03,91,77.71106,90912.28,
3,A03,92,77.799164,90951.36,
3,A03,93,77.88727,90986.51,
3,A03,94,77.97537,91018.125,
3,A03,95,78.063484,91046.53,
3,A03,96,78.15159,91072.055,
3,A03,97,78.23969,91094.97,
3,A03,98,78.3278,91115.54,
3,A03,99,78.41591,91134,
4,A04,1,71.46552,77663.375,
4,A04,2,71.55363,77665.07,
4,A04,3,71.64173,77666.984,
4,A04,4,71.729836,77669.14,
4,A04,5,71.81795,77671.58,
4,A04,6,71.90605,77674.33,
4,A04,7,71.994156,77677.43,
4,A04,8,72.08226,77680.94,
4,A04,9,72.17037,77684.89,
4,A04,10,72.25848,77689.34,
4,A04,11,72.34658,77694.375,
4,A04,12,72.434685,77700.055,
4,A04,13,72.5228,77706.45,
4,A04,14,72.6109,77713.67,
4,A04,15,72.699005,77721.81,
4,A04,16,72.78711,77730.99,
4,A04,17,72.87522,77741.34,
4,A04,18,72.963326,77753.016,
4,A04,19,73.05143,77766.16,
4,A04,20,73.139534,77780.97,
4,A04,21,73.22764,77797.66,
4,A04,22,73.31575,77816.445,
4,A04,23,73.403854,77837.6,
4,A04,24,73.49196,77861.4,
4,A04,25,73.58006,77888.17,
4,A04,26,73.668175,77918.28,
4,A04,27,73.75628,77952.11,
4,A04,28,73.84438,77990.1,
4,A04,29,73.93249,78032.74,
4,A04,30,74.0206,78080.57,
4,A04,31,74.1087,78134.164,
4,A04,32,74.19681,78194.17,
4,A04,33,74.28491,78261.28,
4,A04,34,74.373024,78336.26,
4,A04,35,74.46113,78419.914,
4,A04,36,74.54923,78513.11,
4,A04,37,74.63734,78616.77,
4,A04,38,74.72545,78731.89,
4,A04,39,74.81355,78859.445,
4,A04,40,74.90166,79000.49,
4,A04,41,74.98976,79156.08,
4,A04,42,75.07787,79327.26,
4,A04,43,75.16598,79515.01,
4,A04,44,75.25408,79720.29,
4,A04,45,75.342186,79943.95,
4,A04,46,75.4303,80186.734,
4,A04,47,75.5184,80449.12,
4,A04,48,75.60651,80731.445,
4,A04,49,75.69461,81033.766,
4,A04,50,75.78272,81355.84,
4,A04,51,75.87083,81697.03,
4,A04,52,75.95893,82056.39,
4,A04,53,76.047035,82432.555,
4,A04,54,76.13515,82823.82,
4,A04,55,76.22325,83228.01,
4,A04,56,76.311356,83642.7,
4,A04,57,76.39946,84065.16,
4,A04,58,76.48757,84492.47,
4,A04,59,76.575676,84921.45,
4,A04,60,76.66378,85349.01,
4,A04,61,76.751884,85772.03,
4,A04,62,76.83999,86187.555,
4,A04,63,76.9281,86592.84,
4,A04,64,77.016205,86985.36,
4,A04,65,77.10431,87362.984,
4,A04,66,77.19241,87723.945,
4,A04,67,77.280525,88066.88,
4,A04,68,77.36863,88390.72,
4,A04,69,77.45673,88694.87,
4,A04,70,77.54484,88979.03,
4,A04,71,77.63295,89243.26,
4,A04,72,77.721054,89487.8,
4,A04,73,77.80916,89713.18,
4,A04,74,77.89726,89920.12,
4,A04,75,77.985374,90109.45,
4,A04,76,78.07348,90282.09,
4,A04,77,78.16158,90439.07,
4,A04,78,78.24969,90581.41,
4,A04,79,78.3378,90710.17,
4,A04,80,78.4259,90826.375,
4,A04,81,78.51401,90931.05,
4,A04,82,78.60211,91025.164,
4,A04,83,78.69022,91109.664,
4,A04,84,78.77833,91185.4,
4,A04,85,78.86643,91253.195,
4,A04,86,78.95454,91313.83,
4,A04,87,79.04265,91367.984,
4,A04,88,79.13075,91416.31,
4,A04,89,79.21886,91459.41,
4,A04,90,79.30696,91497.805,
4,A04,91,79.39507,91532,
4,A04,92,79.48318,91562.43,
4,A04,93,79.57128,91589.49,
4,A04,94,79.659386,91613.55,
4,A04,95,79.7475,91634.94,
4,A04,96,79.8356,91653.93,
5,A05,1,72.43957,73198.95,
5,A05,2,72.52767,73201.16,
5,A05,3,72.615776,73203.64,
5,A05,4,72.70389,73206.43,
5,A05,5,72.79199,73209.57,
5,A05,6,72.8801,73213.11,
5,A05,7,72.9682,73217.086,
5,A05,8,73.05631,73221.56,
5,A05,9,73.14442,73226.59,
5,A05,10,73.23252,73232.26,
5,A05,11,73.320625,73238.625,
5,A05,12,73.40874,73245.78,
5,A05,13,73.49684,73253.836,
5,A05,14,73.584946,73262.88,
5,A05,15,73.67305,73273.055,
5,A05,16,73.76116,73284.49,
5,A05,17,73.849266,73297.336,
5,A05,18,73.93737,73311.766,
5,A05,19,74.025475,73327.97,
5,A05,20,74.11359,73346.16,
5,A05,21,74.20169,73366.58,
5,A05,22,74.289795,73389.48,
5,A05,23,74.3779,73415.16,
5,A05,24,74.466,73443.94,
5,A05,25,74.554115,73476.19,
5,A05,26,74.64222,73512.29,
5,A05,27,74.73032,73552.67,
5,A05,28,74.81843,73597.82,
5,A05,29,74.90654,73648.26,
5,A05,30,74.994644,73704.53,
5,A05,31,75.08275,73767.266,
5,A05,32,75.17085,73837.12,
5,A05,33,75.258965,73914.805,
5,A05,34,75.34707,74001.055,
5,A05,35,75.43517,74096.67,
5,A05,36,75.52328,74202.484,
5,A05,37,75.61139,74319.35,
5,A05,38,75.69949,74448.13,
5,A05,39,75.7876,74589.7,
5,A05,40,75.8757,74744.94,
5,A05,41,75.96381,74914.664,
5,A05,42,76.05192,75099.61,
5,A05,43,76.14002,75300.48,
5,A05,44,76.22813,75517.81,
5,A05,45,76.31624,75752.02,
5,A05,46,76.40434,76003.29,
5,A05,47,76.49245,76271.61,
5,A05,48,76.58055,76556.695,
5,A05,49,76.66866,76858.03,
5,A05,50,76.75677,77174.69,
5,A05,51,76.84487,77505.52,
5,A05,52,76.932976,77849.03,
5,A05,53,77.02109,78203.45,
5,A05,54,77.10919,78566.66,
5,A05,55,77.197296,78936.39,
5,A05,56,77.2854,79310.17,
5,A05,57,77.37351,79685.45,
5,A05,58,77.46162,80059.555,
5,A05,59,77.54972,80429.91,
5,A05,60,77.637825,80794.02,
5,A05,61,77.72594,81149.62,
5,A05,62,77.81404,81494.53,
5,A05,63,77.902145,81826.98,
5,A05,64,77.99025,82145.41,
5,A05,65,78.07836,82448.63,
5,A05,66,78.166466,82735.71,
5,A05,67,78.25457,83006.06,
5,A05,68,78.342674,83259.38,
5,A05,69,78.430786,83495.64,
5,A05,70,78.51889,83714.984,
5,A05,71,78.606995,83917.8,
5,A05,72,78.6951,84104.625,
5,A05,73,78.78321,84276.15,
5,A05,74,78.871315,84433.07,
5,A05,75,78.95942,84576.24,
5,A05,76,79.04752,84706.516,
5,A05,77,79.135635,84824.77,
5,A05,78,79.22374,84931.87,
5,A05,79,79.311844,85028.664,
5,A05,80,79.39995,85116,
5,A05,81,79.48805,85194.664,
5,A05,82,79.576164,85265.42,
5,A05,83,79.66427,85328.98,
5,A05,84,79.75237,85386,
5,A05,85,79.84048,85437.1,
5,A05,86,79.92859,85482.86,
5,A05,87,80.01669,85523.79,
5,A05,88,80.1048,85560.38,
5,A05,89,80.1929,85593.07,
5,A05,90,80.28101,85622.25,
5,A05,91,80.36912,85648.29,
5,A05,92,80.45722,85671.51,
5,A05,93,80.54533,85692.2,
6,A06,1,73.15441,75696.195,
6,A06,2,73.242516,75698.96,
6,A06,3,73.33063,75702.07,
6,A06,4,73.41873,75705.56,
6,A06,5,73.506836,75709.484,
6,A06,6,73.59494,75713.88,
6,A06,7,73.68305,75718.83,
6,A06,8,73.77116,75724.375,
6,A06,9,73.85926,75730.6,
6,A06,10,73.947365,75737.586,
6,A06,11,74.03548,75745.43,
6,A06,12,74.12358,75754.22,
6,A06,13,74.211685,75764.086,
6,A06,14,74.29979,75775.16,
6,A06,15,74.3879,75787.56,
6,A06,16,74.476006,75801.47,
6,A06,17,74.56411,75817.055,
6,A06,18,74.652214,75834.52,
6,A06,19,74.740326,75854.086,
6,A06,20,74.82843,75875.984,
6,A06,21,74.916534,75900.49,
6,A06,22,75.00464,75927.91,
6,A06,23,75.09275,75958.56,
6,A06,24,75.180855,75992.805,
6,A06,25,75.26896,76031.05,
6,A06,26,75.35706,76073.71,
6,A06,27,75.445175,76121.29,
6,A06,28,75.53328,76174.27,
6,A06,29,75.62138,76233.23,
6,A06,30,75.70949,76298.76,
6,A06,31,75.7976,76371.5,
6,A06,32,75.885704,76452.13,
6,A06,33,75.97381,76541.38,
6,A06,34,76.06191,76639.984,
6,A06,35,76.150024,76748.74,
6,A06,36,76.23813,76868.414,
6,A06,37,76.32623,76999.82,
6,A06,38,76.41434,77143.734,
6,A06,39,76.50245,77300.92,
6,A06,40,76.59055,77472.08,
6,A06,41,76.67866,77657.84,
6,A06,42,76.76676,77858.734,
6,A06,43,76.854866,78075.16,
6,A06,44,76.94298,78307.37,
6,A06,45,77.03108,78555.37,
6,A06,46,77.11919,78818.99,
6,A06,47,77.20729,79097.81,
6,A06,48,77.2954,79391.16,
6,A06,49,77.38351,79698.01,
6,A06,50,77.47161,80017.125,
6,A06,51,77.559715,80346.97,
6,A06,52,77.64783,80685.8,
6,A06,53,77.73593,81031.52,
6,A06,54,77.824036,81382,
6,A06,55,77.91214,81734.92,
6,A06,56,78.00025,82087.92,
6,A06,57,78.088356,82438.58,
6,A06,58,78.17646,82784.59,
6,A06,59,78.264565,83123.77,
6,A06,60,78.35268,83454.125,
6,A06,61,78.44078,83773.805,
6,A06,62,78.528885,84081.28,
6,A06,63,78.61699,84375.29,
6,A06,64,78.7051,84654.86,
6,A06,65,78.793205,84919.234,
6,A06,66,78.88131,85168,
6,A06,67,78.96941,85400.97,
6,A06,68,79.057526,85618.17,
6,A06,69,79.14563,85819.81,
6,A06,70,79.233734,86006.305,
6,A06,71,79.32184,86178.16,
6,A06,72,79.40995,86336.016,
6,A06,73,79.498055,86480.555,
6,A06,74,79.58616,86612.55,
6,A06,75,79.67426,86732.78,
6,A06,76,79.762375,86842.05,
6,A06,77,79.85048,86941.125,
6,A06,78,79.93858,87030.81,
6,A06,79,80.02669,87111.85,
6,A06,80,80.11479,87184.96,
6,A06,81,80.2029,87250.83,
6,A06,82,80.29101,87310.09,
6,A06,83,80.37911,87363.36,
6,A06,84,80.46722,87411.18,
6,A06,85,80.55533,87454.08,
6,A06,86,80.64343,87492.516,
6,A06,87,80.73154,87526.95,
6,A06,88,80.81964,87557.766,
6,A06,89,80.90775,87585.336,
6,A06,90,80.99586,87609.98,
7,A07,1,74.12851,72151.03,
7,A07,2,74.21661,72156.555,
7,A07,3,74.30472,72162.65,
7,A07,4,74.39282,72169.38,
7,A07,5,74.480934,72176.81,
7,A07,6,74.56904,72185.016,
7,A07,7,74.65714,72194.06,
7,A07,8,74.74525,72204.04,
7,A07,9,74.83336,72215.055,
7,A07,10,74.92146,72227.195,
7,A07,11,75.00957,72240.586,
7,A07,12,75.09767,72255.35,
7,A07,13,75.18578,72271.62,
7,A07,14,75.27389,72289.55,
7,A07,15,75.36199,72309.29,
7,A07,16,75.450096,72331.02,
7,A07,17,75.53821,72354.95,
7,A07,18,75.62631,72381.27,
7,A07,19,75.71442,72410.22,
7,A07,20,75.80252,72442.03,
7,A07,21,75.89063,72476.98,
7,A07,22,75.97874,72515.34,
7,A07,23,76.06684,72557.43,
7,A07,24,76.154945,72603.56,
7,A07,25,76.24306,72654.1,
7,A07,26,76.33116,72709.41,
7,A07,27,76.419266,72769.875,
7,A07,28,76.50737,72835.914,
7,A07,29,76.59548,72907.96,
7,A07,30,76.683586,72986.445,
7,A07,31,76.77169,73071.836,
7,A07,32,76.859795,73164.6,
7,A07,33,76.94791,73265.23,
7,A07,34,77.03601,73374.16,
7,A07,35,77.124115,73491.86,
7,A07,36,77.21222,73618.79,
7,A07,37,77.30033,73755.37,
7,A07,38,77.388435,73901.95,
7,A07,39,77.47654,74058.89,
7,A07,40,77.564644,74226.44,
7,A07,41,77.652756,74404.805,
7,A07,42,77.74086,74594.07,
7,A07,43,77.828964,74794.234,
7,A07,44,77.91707,75005.195,
7,A07,45,78.00517,75226.7,
7,A07,46,78.093285,75458.4,
7,A07,47,78.18139,75699.73,
7,A07,48,78.26949,75950.05,
7,A07,49,78.3576,76208.555,
7,A07,50,78.44571,76474.32,
7,A07,51,78.53381,76746.234,
7,A07,52,78.62192,77023.14,
7,A07,53,78.71002,77303.75,
7,A07,54,78.798134,77586.734,
7,A07,55,78.88624,77870.664,
7,A07,56,78.97434,78154.14,
7,A07,57,79.06245,78435.75,
7,A07,58,79.15056,78714.15,
7,A07,59,79.23866,78987.99,
7,A07,60,79.32677,79256.08,
7,A07,61,79.41487,79517.29,
7,A07,62,79.50298,79770.664,
7,A07,63,79.59109,80015.3,
7,A07,64,79.67919,80250.5,
7,A07,65,79.767296,80475.695,
7,A07,66,79.85541,80690.484,
7,A07,67,79.94351,80894.53,
7,A07,68,80.03162,81087.7,
7,A07,69,80.11972,81269.95,
7,A07,70,80.20783,81441.37,
7,A07,71,80.29594,81602.08,
7,A07,72,80.38404,81752.33,
7,A07,73,80.472145,81892.445,
7,A07,74,80.56026,82022.79,
7,A07,75,80.64836,82143.75,
7,A07,76,80.736465,82255.766,
7,A07,77,80.82457,82359.305,
7,A07,78,80.91268,82454.836,
7,A07,79,81.000786,82542.81,
7,A07,80,81.08889,82623.72,
7,A07,81,81.176994,82698.016,
7,A07,82,81.26511,82766.16,
7,A07,83,81.35321,82828.57,
7,A07,84,81.441315,82885.67,
7,A07,85,81.52942,82937.875,
7,A07,86,81.61753,82985.55,
7,A07,87,81.705635,83029.05,
7,A07,88,81.79374,83068.7,
8,A08,1,75.28401,70305.69,
8,A08,2,75.372116,70314.04,
8,A08,3,75.46023,70323.22,
8,A08,4,75.54833,70333.3,
8,A08,5,75.63644,70344.375,
8,A08,6,75.72454,70356.54,
8,A08,7,75.81265,70369.89,
8,A08,8,75.90076,70384.55,
8,A08,9,75.98886,70400.62,
8,A08,10,76.076965,70418.24,
8,A08,11,76.16508,70437.56,
8,A08,12,76.25318,70458.734,
8,A08,13,76.341286,70481.91,
8,A08,14,76.42939,70507.266,
8,A08,15,76.5175,70535,
8,A08,16,76.605606,70565.305,
8,A08,17,76.69371,70598.4,
8,A08,18,76.781815,70634.5,
8,A08,19,76.86992,70673.85,
8,A08,20,76.95803,70716.7,
8,A08,21,77.046135,70763.31,
8,A08,22,77.13424,70813.945,
8,A08,23,77.22234,70868.88,
8,A08,24,77.310455,70928.414,
8,A08,25,77.39856,70992.805,
8,A08,26,77.486664,71062.35,
8,A08,27,77.57477,71137.336,
8,A08,28,77.66288,71218.016,
8,A08,29,77.750984,71304.66,
8,A08,30,77.83909,71397.48,
8,A08,31,77.92719,71496.695,
8,A08,32,78.015305,71602.484,
8,A08,33,78.10341,71714.95,
8,A08,34,78.19151,71834.2,
8,A08,35,78.27962,71960.24,
8,A08,36,78.36773,72093.05,
8,A08,37,78.45583,72232.484,
8,A08,38,78.54394,72378.37,
8,A08,39,78.63204,72530.42,
8,A08,40,78.72015,72688.32,
8,A08,41,78.80826,72851.586,
8,A08,42,78.89636,73019.72,
8,A08,43,78.98447,73192.12,
8,A08,44,79.07258,73368.12,
8,A08,45,79.16068,73546.97,
8,A08,46,79.24879,73727.9,
8,A08,47,79.33689,73910.08,
8,A08,48,79.425,74092.69,
8,A08,49,79.51311,74274.84,
8,A08,50,79.60121,74455.7,
8,A08,51,79.689316,74634.46,
8,A08,52,79.77743,74810.336,
8,A08,53,79.86553,74982.586,
8,A08,54,79.953636,75150.54,
8,A08,55,80.04174,75313.61,
8,A08,56,80.129845,75471.27,
8,A08,57,80.21796,75623.12,
8,A08,58,80.30606,75768.76,
8,A08,59,80.394165,75907.94,
8,A08,60,80.48227,76040.48,
8,A08,61,80.57038,76166.266,
8,A08,62,80.658485,76285.26,
8,A08,63,80.74659,76397.47,
8,A08,64,80.834694,76503,
8,A08,65,80.922806,76601.98,
8,A08,66,81.01091,76694.555,
8,A08,67,81.099014,76780.95,
8,A08,68,81.18712,76861.414,
8,A08,69,81.27523,76936.19,
8,A08,70,81.363335,77005.53,
8,A08,71,81.45144,77069.734,
8,A08,72,81.53954,77129.07,
8,A08,73,81.627655,77183.84,
8,A08,74,81.71576,77234.32,
8,A08,75,81.80386,77280.78,
8,A08,76,81.89197,77323.49,
8,A08,77,81.98008,77362.72,
8,A08,78,82.068184,77398.7,
8,A08,79,82.15629,77431.68,
8,A08,80,82.24439,77461.88,
9,B01,1,65.978584,87507.99,
9,B01,2,66.06669,87514.03,
9,B01,3,66.15479,87520.695,
9,B01,4,66.2429,87528.04,
9,B01,5,66.331,87536.13,
9,B01,6,66.41911,87545.06,
9,B01,7,66.50722,87554.9,
9,B01,8,66.59532,87565.734,
9,B01,9,66.683426,87577.68,
9,B01,10,66.77154,87590.836,
9,B01,11,66.85964,87605.32,
9,B01,12,66.94775,87621.27,
9,B01,13,67.03585,87638.836,
9,B01,14,67.12396,87658.164,
9,B01,15,67.21207,87679.43,
9,B01,16,67.30017,87702.81,
9,B01,17,67.388275,87728.52,
9,B01,18,67.47639,87756.78,
9,B01,19,67.56449,87787.81,
9,B01,20,67.652596,87821.89,
9,B01,21,67.7407,87859.28,
9,B01,22,67.82881,87900.3,
9,B01,23,67.916916,87945.234,
9,B01,24,68.00502,87994.46,
9,B01,25,68.093124,88048.33,
9,B01,26,68.18124,88107.24,
9,B01,27,68.26934,88171.586,
9,B01,28,68.357445,88241.81,
9,B01,29,68.44555,88318.37,
9,B01,30,68.53366,88401.73,
9,B01,31,68.621765,88492.36,
9,B01,32,68.70987,88590.77,
9,B01,33,68.79797,88697.48,
