,Well Position,Reading,Boltzmann Temperature,Boltzmann Fluorescence,
25,D01,48,70.03229,91977,
25,D01,49,70.12039,92275.36,
25,D01,50,70.2085,92582.7,
25,D01,51,70.29661,92897.83,
25,D01,52,70.38471,93219.46,
25,D01,53,70.47282,93546.18,
25,D01,54,70.56093,93876.516,
25,D01,55,70.64903,94208.82,
25,D01,56,70.73714,94541.51,
25,D01,57,70.82524,94872.95,
25,D01,58,70.91335,95201.58,
25,D01,59,71.00146,95525.79,
25,D01,60,71.08956,95844.15,
25,D01,61,71.177666,96155.29,
25,D01,62,71.26578,96458.03,
25,D01,63,71.35388,96751.23,
25,D01,64,71.441986,97033.98,
25,D01,65,71.53009,97305.54,
25,D01,66,71.6182,97565.32,
25,D01,67,71.70631,97812.84,
25,D01,68,71.79441,98047.86,
25,D01,69,71.882515,98270.22,
25,D01,70,71.97063,98479.945,
25,D01,71,72.05873,98677.1,
25,D01,72,72.146835,98861.92,
25,D01,73,72.23494,99034.71,
25,D01,74,72.32305,99195.84,
25,D01,75,72.411156,99345.74,
25,D01,76,72.49926,99484.88,
25,D01,77,72.587364,99613.78,
25,D01,78,72.675476,99732.97,
25,D01,79,72.76358,99842.96,
25,D01,80,72.851685,99944.32,
25,D01,81,72.93979,100037.58,
25,D01,82,73.0279,100123.27,
25,D01,83,73.116005,100201.91,
25,D01,84,73.20411,100273.984,
25,D01,85,73.29221,100339.984,
25,D01,86,73.380325,100400.37,
25,D01,87,73.46843,100455.54,
25,D01,88,73.55653,100505.92,
25,D01,89,73.64464,100551.91,
25,D01,90,73.73275,100593.836,
25,D01,91,73.820854,100632.05,
25,D01,92,73.90896,100666.85,
25,D01,93,73.99706,100698.53,
25,D01,94,74.085175,100727.36,
25,D01,95,74.17328,100753.586,
25,D01,96,74.26138,100777.42,
25,D01,97,74.34949,100799.09,
26,D02,1,66.250824,89955.36,
26,D02,2,66.33893,89961.734,
26,D02,3,66.42704,89968.8,
26,D02,4,66.515144,89976.63,
26,D02,5,66.60325,89985.32,
26,D02,6,66.69135,89994.95,
26,D02,7,66.779465,90005.62,
26,D02,8,66.86757,90017.44,
26,D02,9,66.95567,90030.53,
26,D02,10,67.04378,90045.03,
26,D02,11,67.13189,90061.09,
26,D02,12,67.21999,90078.86,
26,D02,13,67.3081,90098.52,
26,D02,14,67.3962,90120.28,
26,D02,15,67.484314,90144.336,
26,D02,16,67.57242,90170.92,
26,D02,17,67.66052,90200.29,
26,D02,18,67.74863,90232.73,
26,D02,19,67.83674,90268.516,
26,D02,20,67.92484,90307.99,
26,D02,21,68.01295,90351.5,
26,D02,22,68.10105,90399.41,
26,D02,23,68.18916,90452.13,
26,D02,24,68.27727,90510.1,
26,D02,25,68.36537,90573.76,
26,D02,26,68.453476,90643.59,
26,D02,27,68.54159,90720.12,
26,D02,28,68.62969,90803.85,
26,D02,29,68.7178,90895.34,
26,D02,30,68.8059,90995.16,
26,D02,31,68.89401,91103.87,
26,D02,32,68.98212,91222.02,
26,D02,33,69.07022,91350.19,
26,D02,34,69.158325,91488.91,
26,D02,35,69.24644,91638.695,
26,D02,36,69.33454,91799.99,
26,D02,37,69.422646,91973.2,
26,D02,38,69.51075,92158.66,
26,D02,39,69.598854,92356.58,
26,D02,40,69.686966,92567.09,
26,D02,41,69.77507,92790.15,
26,D02,42,69.863174,93025.6,
26,D02,43,69.95128,93273.12,
26,D02,44,70.03939,93532.23,
26,D02,45,70.127495,93802.2,
26,D02,46,70.2156,94082.21,
26,D02,47,70.3037,94371.22,
26,D02,48,70.391815,94668.04,
26,D02,49,70.47992,94971.266,
26,D02,50,70.56802,95279.44,
26,D02,51,70.65613,95590.96,
26,D02,52,70.74424,95904.21,
26,D02,53,70.832344,96217.414,
26,D02,54,70.92045,96528.914,
26,D02,55,71.00855,96837.04,
26,D02,56,71.096664,97140.23,
26,D02,57,71.18477,97436.945,
26,D02,58,71.27287,97725.85,
26,D02,59,71.36098,98005.76,
26,D02,60,71.44909,98275.64,
26,D02,61,71.53719,98534.6,
26,D02,62,71.6253,98781.984,
26,D02,63,71.7134,99017.3,
26,D02,64,71.80151,99240.234,
26,D02,65,71.88962,99450.59,
26,D02,66,71.97772,99648.375,
26,D02,67,72.06583,99833.69,
26,D02,68,72.15394,100006.78,
26,D02,69,72.24204,100167.945,
26,D02,70,72.33015,100317.59,
26,D02,71,72.41825,100456.195,
26,D02,72,72.50636,100584.26,
26,D02,73,72.59447,100702.305,
26,D02,74,72.68257,100810.9,
26,D02,75,72.770676,100910.62,
26,D02,76,72.85879,101002.02,
26,D02,77,72.94689,101085.67,
26,D02,78,73.034996,101162.12,
26,D02,79,73.1231,101231.88,
26,D02,80,73.211205,101295.48,
26,D02,81,73.29932,101353.38,
26,D02,82,73.38742,101406.05,
26,D02,83,73.475525,101453.91,
26,D02,84,73.56363,101497.37,
26,D02,85,73.65174,101536.805,
26,D02,86,73.739845,101572.555,
26,D02,87,73.82795,101604.95,
26,D02,88,73.91605,101634.29,
26,D02,89,74.004166,101660.84,
26,D02,90,74.09227,101684.875,
26,D02,91,74.180374,101706.6,
26,D02,92,74.26848,101726.24,
26,D02,93,74.35659,101744,
27,D03,1,66.43499,89551.086,
27,D03,2,66.523094,89556.96,
27,D03,3,66.611206,89563.49,
27,D03,4,66.69931,89570.77,
27,D03,5,66.787415,89578.86,
27,D03,6,66.87552,89587.87,
27,D03,7,66.96363,89597.88,
27,D03,8,67.051735,89609.016,
27,D03,9,67.13984,89621.39,
27,D03,10,67.22794,89635.15,
27,D03,11,67.316055,89650.44,
27,D03,12,67.40416,89667.42,
27,D03,13,67.49226,89686.27,
27,D03,14,67.58037,89707.2,
27,D03,15,67.66848,89730.42,
27,D03,16,67.756584,89756.17,
27,D03,17,67.84469,89784.71,
27,D03,18,67.93279,89816.32,
27,D03,19,68.020905,89851.31,
27,D03,20,68.10901,89890.02,
27,D03,21,68.19711,89932.81,
27,D03,22,68.28522,89980.06,
27,D03,23,68.37333,90032.195,
27,D03,24,68.46143,90089.64,
27,D03,25,68.54954,90152.88,
27,D03,26,68.63764,90222.41,
27,D03,27,68.72575,90298.73,
27,D03,28,68.81386,90382.375,
27,D03,29,68.90196,90473.91,
27,D03,30,68.99007,90573.86,
27,D03,31,69.07818,90682.81,
27,D03,32,69.16628,90801.27,
27,D03,33,69.25439,90929.78,
27,D03,34,69.34249,91068.81,
27,D03,35,69.4306,91218.82,
27,D03,36,69.51871,91380.15,
27,D03,37,69.60681,91553.08,
27,D03,38,69.694916,91737.79,
27,D03,39,69.78302,91934.34,
27,D03,40,69.87113,92142.67,
27,D03,41,69.959236,92362.5,
27,D03,42,70.04734,92593.44,
27,D03,43,70.135445,92834.89,
27,D03,44,70.22356,93086.125,
27,D03,45,70.31166,93346.14,
27,D03,46,70.399765,93613.836,
27,D03,47,70.48787,93887.92,
27,D03,48,70.57598,94167,
27,D03,49,70.664085,94449.5,
27,D03,50,70.75219,94733.83,
27,D03,51,70.840294,95018.33,
27,D03,52,70.928406,95301.37,
27,D03,53,71.01651,95581.28,
27,D03,54,71.104614,95856.54,
27,D03,55,71.19272,96125.69,
27,D03,56,71.28083,96387.44,
27,D03,57,71.368935,96640.59,
27,D03,58,71.45704,96884.17,
27,D03,59,71.54514,97117.38,
27,D03,60,71.633255,97339.61,
27,D03,61,71.72136,97550.37,
27,D03,62,71.80946,97749.41,
27,D03,63,71.89757,97936.62,
27,D03,64,71.98568,98112.03,
27,D03,65,72.073784,98275.77,
27,D03,66,72.16189,98428.125,
27,D03,67,72.24999,98569.44,
27,D03,68,72.338104,98700.13,
27,D03,69,72.42621,98820.67,
27,D03,70,72.51431,98931.57,
27,D03,71,72.60242,99033.375,
27,D03,72,72.69053,99126.64,
27,D03,73,72.77863,99211.9,
27,D03,74,72.86674,99289.72,
27,D03,75,72.95484,99360.625,
27,D03,76,73.04295,99425.15,
27,D03,77,73.13106,99483.78,
27,D03,78,73.21916,99536.99,
27,D03,79,73.30727,99585.234,
27,D03,80,73.39538,99628.93,
27,D03,81,73.48348,99668.46,
27,D03,82,73.57159,99704.21,
27,D03,83,73.65969,99736.51,
27,D03,84,73.7478,99765.67,
27,D03,85,73.83591,99791.984,
27,D03,86,73.92401,99815.72,
27,D03,87,74.012115,99837.11,
27,D03,88,74.10023,99856.38,
27,D03,89,74.18833,99873.74,
27,D03,90,74.276436,99889.37,
27,D03,91,74.36454,99903.44,
28,D04,1,66.265755,91554.56,
28,D04,2,66.35386,91560.87,
28,D04,3,66.44196,91567.86,
28,D04,4,66.53007,91575.61,
28,D04,5,66.61818,91584.2,
28,D04,6,66.70628,91593.73,
28,D04,7,66.79439,91604.28,
28,D04,8,66.88249,91615.98,
28,D04,9,66.970604,91628.94,
28,D04,10,67.05871,91643.29,
28,D04,11,67.14681,91659.19,
28,D04,12,67.23492,91676.79,
28,D04,13,67.32303,91696.266,
28,D04,14,67.41113,91717.81,
28,D04,15,67.49924,91741.65,
28,D04,16,67.58734,91768,
28,D04,17,67.67545,91797.125,
28,D04,18,67.76356,91829.29,
28,D04,19,67.85166,91864.8,
28,D04,20,67.939766,91903.98,
28,D04,21,68.02788,91947.19,
28,D04,22,68.11598,91994.79,
28,D04,23,68.20409,92047.195,
28,D04,24,68.29219,92104.84,
28,D04,25,68.3803,92168.2,
28,D04,26,68.46841,92237.75,
28,D04,27,68.55651,92314.016,
28,D04,28,68.644615,92397.55,
28,D04,29,68.73273,92488.9,
28,D04,30,68.82083,92588.66,
28,D04,31,68.908936,92697.41,
28,D04,32,68.99704,92815.76,
28,D04,33,69.08515,92944.31,
28,D04,34,69.173256,93083.63,
28,D04,35,69.26136,93234.28,
28,D04,36,69.349464,93396.78,
28,D04,37,69.43758,93571.6,
28,D04,38,69.52568,93759.11,
28,D04,39,69.613785,93959.62,
28,D04,40,69.70189,94173.32,
28,D04,41,69.78999,94400.28,
28,D04,42,69.878105,94640.44,
28,D04,43,69.96621,94893.52,
28,D04,44,70.05431,95159.125,
28,D04,45,70.14242,95436.66,
28,D04,46,70.23053,95725.35,
28,D04,47,70.318634,96024.17,
28,D04,48,70.40674,96331.99,
28,D04,49,70.49484,96647.46,
28,D04,50,70.582954,96969.125,
28,D04,51,70.67106,97295.32,
28,D04,52,70.75916,97624.35,
28,D04,53,70.84727,97954.45,
28,D04,54,70.93538,98283.87,
28,D04,55,71.02348,98610.734,
28,D04,56,71.11159,98933.38,
28,D04,57,71.19969,99250.16,
28,D04,58,71.2878,99559.58,
28,D04,59,71.37591,99860.23,
28,D04,60,71.46401,100150.93,
28,D04,61,71.55212,100430.67,
28,D04,62,71.64023,100698.65,
28,D04,63,71.72833,100954.17,
28,D04,64,71.81644,101196.83,
28,D04,65,71.90454,101426.33,
28,D04,66,71.99265,101642.59,
28,D04,67,72.08076,101845.63,
28,D04,68,72.16886,102035.62,
28,D04,69,72.256966,102212.84,
28,D04,70,72.34508,102377.69,
28,D04,71,72.43318,102530.57,
28,D04,72,72.521286,102672.03,
28,D04,73,72.60939,102802.6,
28,D04,74,72.6975,102922.875,
28,D04,75,72.78561,103033.42,
28,D04,76,72.87371,103134.86,
28,D04,77,72.961815,103227.78,
28,D04,78,73.04993,103312.77,
28,D04,79,73.13803,103390.39,
28,D04,80,73.226135,103461.195,
28,D04,81,73.31424,103525.695,
28,D04,82,73.40235,103584.414,
28,D04,83,73.490456,103637.79,
28,D04,84,73.57856,103686.28,
28,D04,85,73.666664,103730.3,
28,D04,86,73.754776,103770.23,
28,D04,87,73.84288,103806.42,
28,D04,88,73.930984,103839.2,
28,D04,89,74.01909,103868.89,
28,D04,90,74.1072,103895.76,
28,D04,91,74.195305,103920.055,
28,D04,92,74.28341,103942.02,
28,D04,93,74.37151,103961.88,
28,D04,94,74.45962,103979.83,
29,D05,1,66.18555,86397.61,
29,D05,2,66.27366,86402.625,
29,D05,3,66.36176,86408.19,
29,D05,4,66.44987,86414.33,
29,D05,5,66.53797,86421.13,
29,D05,6,66.62608,86428.664,
29,D05,7,66.71419,86436.99,
29,D05,8,66.80229,86446.2,
29,D05,9,66.890396,86456.39,
29,D05,10,66.97851,86467.66,
29,D05,11,67.06661,86480.12,
29,D05,12,67.15472,86493.88,
29,D05,13,67.24282,86509.1,
29,D05,14,67.33093,86525.91,
29,D05,15,67.41904,86544.48,
29,D05,16,67.50714,86564.98,
29,D05,17,67.595245,86587.6,
29,D05,18,67.68336,86612.57,
29,D05,19,67.77146,86640.11,
29,D05,20,67.859566,86670.46,
29,D05,21,67.94767,86703.9,
29,D05,22,68.03578,86740.73,
29,D05,23,68.123886,86781.26,
29,D05,24,68.21199,86825.82,
29,D05,25,68.300095,86874.8,
29,D05,26,68.38821,86928.57,
29,D05,27,68.47631,86987.555,
29,D05,28,68.564415,87052.195,
29,D05,29,68.65252,87122.95,
29,D05,30,68.74063,87200.33,
29,D05,31,68.828735,87284.805,
29,D05,32,68.91684,87376.914,
29,D05,33,69.004944,87477.19,
29,D05,34,69.093056,87586.18,
29,D05,35,69.18116,87704.4,
29,D05,36,69.269264,87832.38,
29,D05,37,69.35737,87970.65,
29,D05,38,69.44548,88119.664,
29,D05,39,69.533585,88279.85,
29,D05,40,69.62169,88451.586,
29,D05,41,69.70979,88635.164,
29,D05,42,69.7979,88830.79,
29,D05,43,69.88601,89038.59,
29,D05,44,69.97411,89258.51,
29,D05,45,70.06222,89490.4,
29,D05,46,70.15032,89733.95,
29,D05,47,70.238434,89988.73,
29,D05,48,70.32654,90254.05,
29,D05,49,70.41464,90529.13,
29,D05,50,70.50275,90813.01,
29,D05,51,70.59086,91104.586,
29,D05,52,70.67896,91402.53,
29,D05,53,70.76707,91705.49,
29,D05,54,70.85517,92011.97,
29,D05,55,70.94328,92320.42,
29,D05,56,71.03139,92629.195,
29,D05,57,71.11949,92936.695,
29,D05,58,71.207596,93241.34,
29,D05,59,71.29571,93541.64,
29,D05,60,71.38381,93836.086,
29,D05,61,71.47192,94123.38,
29,D05,62,71.56002,94402.35,
29,D05,63,71.64813,94671.97,
29,D05,64,71.73624,94931.33,
29,D05,65,71.82434,95179.73,
29,D05,66,71.912445,95416.65,
29,D05,67,72.00056,95641.73,
29,D05,68,72.08866,95854.7,
29,D05,69,72.176765,96055.516,
29,D05,70,72.26487,96244.22,
29,D05,71,72.35298,96421,
29,D05,72,72.441086,96586.07,
29,D05,73,72.52919,96739.805,
29,D05,74,72.617294,96882.59,
29,D05,75,72.70541,97014.92,
29,D05,76,72.79351,97137.25,
29,D05,77,72.881615,97250.11,
29,D05,78,72.96972,97354.04,
29,D05,79,73.05783,97449.58,
29,D05,80,73.145935,97537.25,
29,D05,81,73.23404,97617.586,
29,D05,82,73.32214,97691.11,
29,D05,83,73.410255,97758.31,
29,D05,84,73.49836,97819.66,
29,D05,85,73.586464,97875.6,
29,D05,86,73.67457,97926.57,
29,D05,87,73.76268,97972.98,
29,D05,88,73.850784,98015.19,
29,D05,89,73.93889,98053.555,
29,D05,90,74.02699,98088.41,
29,D05,91,74.115105,98120.04,
29,D05,92,74.20321,98148.75,
29,D05,93,74.29131,98174.78,
29,D05,94,74.37942,98198.38,
29,D05,95,74.46752,98219.766,
29,D05,96,74.55563,98239.14,
30,D06,1,66.544945,85636.23,
30,D06,2,66.63306,85641.53,
30,D06,3,66.72116,85647.41,
30,D06,4,66.809265,85653.93,
30,D06,5,66.89737,85661.164,
30,D06,6,66.98548,85669.195,
30,D06,7,67.073586,85678.09,
30,D06,8,67.16169,85687.96,
30,D06,9,67.249794,85698.9,
30,D06,10,67.337906,85711.03,
30,D06,11,67.42601,85724.47,
30,D06,12,67.514114,85739.35,
30,D06,13,67.60222,85755.84,
30,D06,14,67.69033,85774.1,
30,D06,15,67.778435,85794.31,
30,D06,16,67.86654,85816.67,
30,D06,17,67.95464,85841.41,
30,D06,18,68.042755,85868.76,
30,D06,19,68.13086,85898.97,
30,D06,20,68.21896,85932.336,
30,D06,21,68.30707,85969.164,
30,D06,22,68.39518,86009.79,
30,D06,23,68.483284,86054.56,
30,D06,24,68.57139,86103.875,
30,D06,25,68.65949,86158.125,
30,D06,26,68.747604,86217.77,
30,D06,27,68.83571,86283.25,
30,D06,28,68.92381,86355.07,
30,D06,29,69.01192,86433.734,
30,D06,30,69.10003,86519.77,
30,D06,31,69.18813,86613.734,
30,D06,32,69.27624,86716.164,
30,D06,33,69.36434,86827.625,
30,D06,34,69.45245,86948.68,
30,D06,35,69.54056,87079.84,
30,D06,36,69.62866,87221.64,
30,D06,37,69.71677,87374.53,
30,D06,38,69.80487,87538.94,
30,D06,39,69.89298,87715.2,
30,D06,40,69.98109,87903.57,
30,D06,41,70.06919,88104.18,
30,D06,42,70.157295,88317.07,
30,D06,43,70.24541,88542.14,
30,D06,44,70.33351,88779.08,
30,D06,45,70.421616,89027.46,
30,D06,46,70.50972,89286.68,
30,D06,47,70.59783,89555.98,
30,D06,48,70.685936,89834.32,
30,D06,49,70.77404,90120.6,
30,D06,50,70.862144,90413.53,
30,D06,51,70.95026,90711.7,
30,D06,52,71.03836,91013.53,
30,D06,53,71.126465,91317.42,
30,D06,54,71.21457,91621.72,
30,D06,55,71.30268,91924.77,
30,D06,56,71.390785,92224.9,
30,D06,57,71.47889,92520.53,
30,D06,58,71.56699,92810.195,
30,D06,59,71.655106,93092.555,
30,D06,60,71.74321,93366.336,
30,D06,61,71.831314,93630.52,
30,D06,62,71.91942,93884.234,
30,D06,63,72.00753,94126.78,
30,D06,64,72.095634,94357.625,
30,D06,65,72.18374,94576.41,
30,D06,66,72.27184,94782.96,
30,D06,67,72.359955,94977.24,
30,D06,68,72.44806,95159.32,
30,D06,69,72.53616,95329.414,
30,D06,70,72.62427,95487.82,
30,D06,71,72.71238,95634.93,
30,D06,72,72.80048,95771.17,
30,D06,73,72.88859,95897.04,
30,D06,74,72.97669,96013.06,
30,D06,75,73.064804,96119.8,
30,D06,76,73.15291,96217.77,
30,D06,77,73.24101,96307.57,
30,D06,78,73.32912,96389.73,
30,D06,79,73.41723,96464.79,
30,D06,80,73.50533,96533.27,
30,D06,81,73.59344,96595.67,
30,D06,82,73.68154,96652.47,
30,D06,83,73.76965,96704.125,
30,D06,84,73.85776,96751.03,
30,D06,85,73.94586,96793.62,
30,D06,86,74.033966,96832.234,
30,D06,87,74.12208,96867.24,
30,D06,88,74.21018,96898.94,
30,D06,89,74.29829,96927.64,
30,D06,90,74.38639,96953.6,
30,D06,91,74.474495,96977.08,
30,D06,92,74.56261,96998.305,
30,D06,93,74.65071,97017.484,
30,D06,94,74.738815,97034.805,
31,D07,1,66.817215,87411.84,
31,D07,2,66.90532,87416.3,
31,D07,3,66.99343,87421.23,
31,D07,4,67.081535,87426.67,
31,D07,5,67.16964,87432.695,
31,D07,6,67.257744,87439.36,
31,D07,7,67.345856,87446.73,
31,D07,8,67.43396,87454.875,
31,D07,9,67.522064,87463.875,
31,D07,10,67.61017,87473.83,
31,D07,11,67.69828,87484.82,
31,D07,12,67.786385,87496.98,
31,D07,13,67.87449,87510.4,
31,D07,14,67.96259,87525.23,
31,D07,15,68.050705,87541.6,
31,D07,16,68.13881,87559.69,
31,D07,17,68.22691,87579.64,
31,D07,18,68.31502,87601.664,
31,D07,19,68.40313,87625.96,
31,D07,20,68.491234,87652.75,
31,D07,21,68.57934,87682.29,
31,D07,22,68.66744,87714.836,
31,D07,23,68.755554,87750.68,
31,D07,24,68.84366,87790.14,
31,D07,25,68.93176,87833.56,
31,D07,26,69.01987,87881.305,
31,D07,27,69.10798,87933.766,
31,D07,28,69.19608,87991.375,
31,D07,29,69.28419,88054.58,
31,D07,30,69.37229,88123.86,
31,D07,31,69.4604,88199.74,
31,D07,32,69.54851,88282.75,
31,D07,33,69.63661,88373.45,
31,D07,34,69.72472,88472.445,
31,D07,35,69.81282,88580.32,
31,D07,36,69.90093,88697.73,
31,D07,37,69.98904,88825.266,
31,D07,38,70.07714,88963.58,
31,D07,39,70.165245,89113.28,
31,D07,40,70.25336,89274.99,
31,D07,41,70.34146,89449.26,
31,D07,42,70.429565,89636.59,
31,D07,43,70.51767,89837.48,
31,D07,44,70.60578,90052.29,
31,D07,45,70.693886,90281.27,
31,D07,46,70.78199,90524.6,
31,D07,47,70.870094,90782.305,
31,D07,48,70.958206,91054.27,
31,D07,49,71.04631,91340.16,
31,D07,50,71.134415,91639.5,
31,D07,51,71.22252,91951.625,
31,D07,52,71.31063,92275.71,
31,D07,53,71.398735,92610.625,
31,D07,54,71.48684,92955.15,
31,D07,55,71.57494,93307.86,
31,D07,56,71.663055,93667.22,
31,D07,57,71.75116,94031.45,
31,D07,58,71.839264,94398.8,
31,D07,59,71.92737,94767.375,
31,D07,60,72.01548,95135.34,
31,D07,61,72.103584,95500.74,
31,D07,62,72.19169,95861.79,
31,D07,63,72.27979,96216.75,
31,D07,64,72.367905,96564.02,
31,D07,65,72.45601,96902.086,
31,D07,66,72.54411,97229.66,
31,D07,67,72.63222,97545.61,
31,D07,68,72.72033,97849.06,
31,D07,69,72.80843,98139.21,
31,D07,70,72.89654,98415.55,
31,D07,71,72.98464,98677.73,
31,D07,72,73.072754,98925.57,
31,D07,73,73.16086,99159.03,
31,D07,74,73.24896,99378.234,
31,D07,75,73.33707,99583.42,
31,D07,76,73.42518,99774.97,
31,D07,77,73.51328,99953.266,
31,D07,78,73.60139,100118.83,
31,D07,79,73.68949,100272.22,
31,D07,80,73.7776,100414.04,
31,D07,81,73.86571,100544.875,
31,D07,82,73.95381,100665.37,
31,D07,83,74.041916,100776.16,
31,D07,84,74.13003,100877.87,
31,D07,85,74.21813,100971.09,
31,D07,86,74.30624,101056.445,
31,D07,87,74.39434,101134.49,
31,D07,88,74.482445,101205.78,
31,D07,89,74.57056,101270.836,
31,D07,90,74.65866,101330.14,
31,D07,91,74.746765,101384.164,
31,D07,92,74.83487,101433.336,
31,D07,93,74.92298,101478.07,
31,D07,94,75.011086,101518.73,
31,D07,95,75.09919,101555.67,
31,D07,96,75.187294,101589.21,
31,D07,97,75.275406,101619.664,
31,D07,98,75.36351,101647.28,
31,D07,99,75.451614,101672.33,
31,D07,100,75.53972,101695.04,
32,D08,1,68.23402,81733.09,
32,D08,2,68.32212,81736.31,
32,D08,3,68.41023,81739.914,
32,D08,4,68.49834,81743.93,
32,D08,5,68.58644,81748.43,
32,D08,6,68.674545,81753.445,
32,D08,7,68.76266,81759.06,
32,D08,8,68.85076,81765.336,
32,D08,9,68.938866,81772.34,
32,D08,10,69.02697,81780.164,
32,D08,11,69.11508,81788.914,
32,D08,12,69.203186,81798.68,
32,D08,13,69.29129,81809.58,
32,D08,14,69.379395,81821.75,
32,D08,15,69.46751,81835.34,
32,D08,16,69.55561,81850.51,
32,D08,17,69.643715,81867.42,
32,D08,18,69.73182,81886.29,
32,D08,19,69.81992,81907.32,
32,D08,20,69.908035,81930.77,
32,D08,21,69.99614,81956.89,
32,D08,22,70.08424,81985.98,
32,D08,23,70.17235,82018.36,
32,D08,24,70.26046,82054.375,
32,D08,25,70.348564,82094.42,
32,D08,26,70.43667,82138.91,
32,D08,27,70.52477,82188.3,
32,D08,28,70.612885,82243.086,
32,D08,29,70.70099,82303.79,
32,D08,30,70.78909,82371,
32,D08,31,70.8772,82445.31,
32,D08,32,70.96531,82527.38,
32,D08,33,71.05341,82617.89,
32,D08,34,71.14152,82717.55,
32,D08,35,71.22962,82827.09,
32,D08,36,71.31773,82947.3,
32,D08,37,71.40584,83078.89,
32,D08,38,71.49394,83222.66,
32,D08,39,71.58205,83379.336,
32,D08,40,71.67016,83549.63,
32,D08,41,71.75826,83734.18,
32,D08,42,71.84637,83933.54,
32,D08,43,71.93447,84148.19,
32,D08,44,72.02258,84378.45,
32,D08,45,72.11069,84624.47,
32,D08,46,72.19879,84886.234,
32,D08,47,72.286896,85163.516,
32,D08,48,72.37501,85455.875,
32,D08,49,72.46311,85762.55,
32,D08,50,72.551216,86082.57,
32,D08,51,72.63932,86414.72,
32,D08,52,72.72743,86757.53,
32,D08,53,72.81554,87109.23,
32,D08,54,72.90364,87467.91,
32,D08,55,72.991745,87831.49,
32,D08,56,73.07986,88197.79,
32,D08,57,73.16796,88564.47,
32,D08,58,73.256065,88929.27,
32,D08,59,73.34417,89289.95,
32,D08,60,73.43228,89644.414,
32,D08,61,73.520386,89990.59,
32,D08,62,73.60849,90326.73,
32,D08,63,73.696594,90651.24,
32,D08,64,73.784706,90962.836,
32,D08,65,73.87281,91260.39,
32,D08,66,73.960915,91543.125,
32,D08,67,74.04902,91810.48,
32,D08,68,74.13713,92062.16,
32,D08,69,74.225235,92298.03,
32,D08,70,74.31334,92518.23,
32,D08,71,74.40144,92723.01,
32,D08,72,74.48955,92912.79,
32,D08,73,74.57766,93088.12,
32,D08,74,74.665764,93249.586,
32,D08,75,74.75387,93397.88,
32,D08,76,74.84197,93533.75,
32,D08,77,74.930084,93657.94,
32,D08,78,75.01819,93771.2,
32,D08,79,75.10629,93874.31,
32,D08,80,75.1944,93968,
32,D08,81,75.28251,94053.016,
32,D08,82,75.37061,94130.02,
32,D08,83,75.45872,94199.7,
32,D08,84,75.54682,94262.664,
32,D08,85,75.63493,94319.51,
32,D08,86,75.72304,94370.766,
32,D08,87,75.81114,94416.95,
32,D08,88,75.89925,94458.54,
32,D08,89,75.98736,94495.95,
32,D08,90,76.07546,94529.586,
32,D08,91,76.16357,94559.81,
32,D08,92,76.25167,94586.96,
32,D08,93,76.33978,94611.336,
32,D08,94,76.42789,94633.2,
32,D08,95,76.51599,94652.82,
32,D08,96,76.604095,94670.41,
32,D08,97,76.69221,94686.17,
33,E01,1,66.067924,87704.484,
33,E01,2,66.15603,87710.07,
33,E01,3,66.24414,87716.266,
33,E01,4,66.332245,87723.13,
33,E01,5,66.42035,87730.74,
33,E01,6,66.50845,87739.18,
33,E01,7,66.596565,87748.53,
33,E01,8,66.68467,87758.9,
33,E01,9,66.77277,87770.375,
33,E01,10,66.86088,87783.09,
33,E01,11,66.94899,87797.18,
33,E01,12,67.037094,87812.77,
33,E01,13,67.1252,87830.03,
33,E01,14,67.2133,87849.13,
33,E01,15,67.301414,87870.266,
33,E01,16,67.38952,87893.625,
33,E01,17,67.47762,87919.45,
33,E01,18,67.56573,87947.984,
33,E01,19,67.65384,87979.49,
33,E01,20,67.74194,88014.266,
33,E01,21,67.83005,88052.625,
33,E01,22,67.91815,88094.91,
33,E01,23,68.00626,88141.484,
33,E01,24,68.09437,88192.734,
33,E01,25,68.18247,88249.09,
33,E01,26,68.27058,88311.01,
33,E01,27,68.35869,88378.95,
33,E01,28,68.44679,88453.42,
33,E01,29,68.5349,88534.94,
33,E01,30,68.623,88624.04,
33,E01,31,68.71111,88721.3,
33,E01,32,68.79922,88827.26,
33,E01,33,68.88732,88942.49,
33,E01,34,68.975426,89067.56,
33,E01,35,69.06354,89203.03,
33,E01,36,69.15164,89349.4,
33,E01,37,69.239746,89507.13,
33,E01,38,69.32785,89676.68,
33,E01,39,69.41596,89858.375,
33,E01,40,69.50407,90052.47,
33,E01,41,69.59217,90259.12,
33,E01,42,69.680275,90478.336,
33,E01,43,69.76838,90710.02,
33,E01,44,69.85649,90953.914,
33,E01,45,69.944595,91209.54,
33,E01,46,70.0327,91476.28,
33,E01,47,70.120804,91753.36,
33,E01,48,70.208916,92039.805,
33,E01,49,70.29702,92334.43,
33,E01,50,70.385124,92635.94,
33,E01,51,70.47323,92942.89,
33,E01,52,70.56134,93253.75,
33,E01,53,70.649445,93566.82,
33,E01,54,70.73755,93880.445,
33,E01,55,70.82565,94192.914,
33,E01,56,70.913765,94502.58,
33,E01,57,71.00187,94807.77,
33,E01,58,71.08997,95107,
33,E01,59,71.17808,95398.86,
33,E01,60,71.26619,95682.12,
33,E01,61,71.354294,95955.63,
